x1,x2,cluster
3.09605698361348,1.57918292453434,1
2.33408283859458,3.54678476406481,1
3.27722624572083,2.72001040688602,1
4.32763582768963,5.12776351986121,1
2.219015950332,1.53004205757382,1
2.21903565166098,1.49233378938307,1
4.39505537860887,1.78072882546717,1
3.42092167498349,-0.048674869171768,1
1.93663073687806,1.86909397398309,1
3.15107205230316,1.58904080613556,1
1.94389876862505,2.68047254377145,1
1.94112429571569,2.91010717093259,1
2.79035472587924,4.75140500705906,1
0.204063706410643,3.64050860582326,1
0.430098600984361,1.80771561320512,1
1.82525496491083,1.42190239438197,1
1.28460265559869,3.09030300580781,1
2.87709679911433,0.915720151575229,1
1.41037110937455,4.69775051902522,1
0.80523555839765,3.91532814486554,1
4.25877852270587,1.93698921747435,1
2.22906843941616,0.444238565090947,1
2.58103384562551,4.1246468489985,1
0.790302176543852,2.36255218569686,1
1.84674073056978,3.98537957436815,1
2.63310710765184,0.58668680944676,1
1.11880770709324,1.78074997245547,1
2.95083762201481,2.50629243966182,1
1.77923357209743,2.55637671251769,1
2.14996750024807,1.95992143422491,1
1.77795206532472,3.247419918817,1
4.72273382141073,1.21885548474089,1
2.48380333031448,2.32914461797445,1
1.23074688525292,2.64435475805428,1
3.48705389452383,3.1173266008705,1
1.03498762003477,3.35393785370667,1
2.75063631400571,1.15042948979456,1
0.14839585134427,0.659062995117253,1
0.906176741321884,4.03321218627821,1
2.73623348304295,2.89877681437551,1
3.38615989599449,1.60181615613214,1
2.70564193742796,4.36138237062703,1
2.36122206113411,2.63880956115143,1
2.13867556529285,3.91515662087659,1
0.725773611559087,2.58102217769213,1
1.63618694992635,4.97289750985838,1
1.94723347484826,4.60640901093185,1
3.7685466714627,2.20124302182511,1
2.91234194748215,3.66588514114523,1
0.384351813564719,3.27445113950218,1
2.88890076327375,4.14235786903882,1
2.03790126350042,1.34209184730387,1
1.68769359963285,3.32326175199813,1
3.23401154660904,3.77010938421951,1
3.73719942699514,0.389512616292263,1
3.61753614293944,1.08008978480107,1
1.49293897213283,0.0529213866878795,1
2.12894514897854,2.17671179866653,1
2.89751611768428,3.36105070695515,1
3.67065415254683,4.30282846251523,1
1.92499091458565,2.58891373650373,1
2.27720922800342,4.45433865468555,1
1.17239803119277,0.84387825014213,1
1.0645520511032,0.455941072773815,1
3.47503098687304,2.43334276132406,1
4.12748803428499,2.96087853872717,1
2.4135878541036,2.46076630228709,1
3.70423947747043,0.0190694799521483,1
2.93396323005716,2.39305595258465,1
1.72585629447385,0.934636599394176,1
2.9336747266101,3.30360705859605,1
4.34564387975916,2.93991789531622,1
2.45700875306806,1.37214425640717,1
4.37757238697681,1.88335969919597,1
-0.643694124907693,1.22894377373326,1
3.48628300525027,2.42478508327219,1
2.60445648188581,3.64617078460149,1
2.14119117944096,1.31712874439735,1
2.6101129318426,3.10485581862141,1
0.114917302478929,1.86369085795307,1
2.23639373459499,1.54855260128519,1
2.9285350858141,2.37156356805453,1
4.27347285368982,1.25770921309675,1
1.87807573807162,1.83562083358338,1
1.52980767652818,1.06254652889338,1
1.89789154769856,4.85767015949967,1
3.59848254124249,2.54231626236607,1
2.89450133159162,1.6603293904089,1
1.86428775547955,2.75677589288107,1
3.11592091973603,2.365206340371,1
2.61649305921765,2.23483648056013,1
3.66237398863947,3.23700004005211,1
