x1,x2,cluster
3.09605698361348,0.986939254797946,1
2.33408283859458,3.60143433646573,1
3.27722624572083,5.04658743641516,1
4.32763582768963,3.73895831266138,1
2.219015950332,0.676756040855184,1
2.21903565166098,1.9189191125605,1
4.39505537860887,4.02029337902395,1
3.42092167498349,1.65079664125746,1
1.93663073687806,3.03258331377547,1
3.15107205230316,3.4295608641152,1
1.94389876862505,1.3876834341063,1
1.94112429571569,2.42856957272584,1
2.79035472587924,-1.38952080808289,1
0.204063706410643,1.27073483039885,1
0.430098600984361,2.19691821832821,1
1.82525496491083,1.00266018164218,1
1.28460265559869,4.45889356471796,1
2.87709679911433,0.783830346447241,1
1.41037110937455,1.97194661596362,1
0.80523555839765,2.65688869274331,1
4.25877852270587,4.22952794687934,1
2.22906843941616,0.776965418584673,1
2.58103384562551,3.89579650258595,1
0.790302176543852,2.5122796732235,1
1.84674073056978,1.32218961874246,1
2.63310710765184,3.05452416911592,1
1.11880770709324,2.73887163468816,1
2.95083762201481,1.77973974740945,1
1.77923357209743,2.58376250198802,1
2.14996750024807,2.03762368376589,1
1.77795206532472,2.6362208143015,1
4.72273382141073,3.29455680942526,1
2.48380333031448,4.40322017937442,1
1.23074688525292,1.01462140140778,1
3.48705389452383,5.05964004958752,1
1.03498762003477,0.157494640572998,1
2.75063631400571,2.3178578859573,1
0.14839585134427,3.20598064778149,1
0.906176741321884,2.83719024128204,1
2.73623348304295,1.75276057621529,1
3.38615989599449,2.25025329957127,1
2.70564193742796,1.9083988784094,1
2.36122206113411,1.79276229166695,1
2.13867556529285,3.51952251642523,1
0.725773611559087,2.92841858315806,1
1.63618694992635,1.66850848568722,1
1.94723347484826,3.5795198505199,1
3.7685466714627,2.86875942505193,1
2.91234194748215,3.47543454260675,1
0.384351813564719,3.25555461030833,1
2.88890076327375,1.50520598689351,1
2.03790126350042,1.82778275176364,1
1.68769359963285,3.39675232614791,1
3.23401154660904,3.23244431852016,1
3.73719942699514,2.47491808724302,1
3.61753614293944,2.64079285997054,1
1.49293897213283,4.03319787494611,1
2.12894514897854,1.790114333397,1
2.89751611768428,3.15651685740405,1
3.67065415254683,2.25736881707933,1
1.92499091458565,2.23878255612734,1
2.27720922800342,3.81853222238463,1
1.17239803119277,3.49049961878564,1
1.0645520511032,3.47621156320077,1
3.47503098687304,4.0665745685852,1
4.12748803428499,2.52520460995931,1
2.4135878541036,3.31834356555396,1
3.70423947747043,2.12767989208785,1
2.93396323005716,2.88899962298613,1
1.72585629447385,2.34382833475878,1
2.9336747266101,2.61639515799126,1
4.34564387975916,3.2141884305243,1
2.45700875306806,1.51813518011983,1
4.37757238697681,5.01086473082255,1
-0.643694124907693,1.29277914220036,1
3.48628300525027,1.04297366465472,1
2.60445648188581,3.88973304820008,1
2.14119117944096,3.44999523275552,1
2.6101129318426,3.24894378046259,1
0.114917302478929,3.25401461111714,1
2.23639373459499,2.4853038725837,1
2.9285350858141,1.423294754217,1
4.27347285368982,2.59096546983247,1
1.87807573807162,1.68740594618547,1
1.52980767652818,3.6701436801013,1
1.89789154769856,2.32353114219743,1
3.59848254124249,1.50940336384899,1
2.89450133159162,2.11433699001641,1
1.86428775547955,2.99551774513075,1
3.11592091973603,1.82353053663523,1
2.61649305921765,1.51333552532028,1
3.66237398863947,2.79242465379029,1
1.65753628734718,2.79395988533047,1
2.10680542408268,1.89166818955464,1
2.02947021624141,1.93475403325801,1
0.743782062241458,2.77845992482916,1
2.85534433247749,0.762298790203211,1
2.81326632661587,0.811043470748134,1
2.50613614797095,1.63786693449708,1
2.21849543994982,2.24386341794578,1
