x,sin,cos,sincos
0.0,0.0,1.0,0.0
0.06346651825433926,0.0634239196565645,0.9979866764718844,0.06329622678687463
0.12693303650867852,0.12659245357374926,0.9919548128307953,0.1255739935905396
0.1903995547630178,0.18925124436041021,0.9819286972627067,0.18583122783016376
0.25386607301735703,0.2511479871810792,0.9679487013963562,0.24309836805023435
0.3173325912716963,0.31203344569848707,0.9500711177409454,0.2964539645273202
0.3807991095260356,0.3716624556603276,0.9283679330160726,0.345039505741056
0.4442656277803748,0.42979491208917164,0.9029265382866212,0.3880732321458784
0.5077321460347141,0.4861967361004687,0.8738493770697849,0.4248627149747572
0.5711986642890533,0.5406408174555976,0.8412535328311812,0.45481599767725917
0.6346651825433925,0.5929079290546404,0.8052702575310586,0.47745112072203694
0.6981317007977318,0.6427876096865393,0.766044443118978,0.49240387650610395
0.7615982190520711,0.690079011482112,0.7237340381050702,0.49943366959150404
0.8250647373064104,0.7345917086575333,0.6785094115571322,0.4984273879759712
0.8885312555607496,0.7761464642917568,0.6305526670845225,0.48940122310738937
0.9519977738150889,0.8145759520503357,0.5800569095711982,0.47250040935733423
1.0154642920694281,0.8497254299495144,0.5272254676105024,0.4479968871456679
1.0789308103237674,0.8814533634475821,0.4722710747726827,0.4162849273173857
1.1423973285781066,0.9096319953545183,0.41541501300188644,0.37787478717712913
1.2058638468324459,0.9341478602651067,0.3568862215918719,0.3333845002581458
1.269330365086785,0.9549022414440739,0.2969203753282749,0.2835299319313854
1.3327968833411243,0.9718115683235417,0.23575893550942728,0.22911326086370523
1.3962634015954636,0.984807753012208,0.17364817766693041,0.1710100716628344
1.4597299198498028,0.9938384644612541,0.1108381999010111,0.1101552663932704
1.5231964381041423,0.998867339183008,0.04758191582374218,0.04752802165209122
1.5866629563584815,0.9998741276738751,-0.01586596383480803,-0.01586396674903393
1.6501294746128208,0.9968547759519424,-0.07924995685678854,-0.07900069798667504
1.71359599286716,0.9898214418809327,-0.14231483827328523,-0.14086627842071492
1.7770625111214993,0.9788024462147787,-0.20480666806519074,-0.20046526770330692
1.8405290293758385,0.963842158559942,-0.26647381369003503,-0.2568386957867032
1.9039955476301778,0.9450008187146685,-0.32706796331742166,-0.30907949311030264
1.967462065884517,0.9223542941045814,-0.3863451256931287,-0.35634708568943146
